,品名,型号,壁厚/mm,长度/mm,支重/kg,支/件,材质,执行标准,品牌/厂家,提货地,理计,过磅,备注（可随意改动）,库存,供应商/联系方式（后台可见，每日更新价格时可选最低价供应商）,供货价/元,差价/元
管材,镀锌带圆管,5寸,2.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,3,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,3.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,3.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,4,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,4.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,4.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,4.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,5.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,5.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,5.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,6,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,6.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,6.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,6.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,5寸,7,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,2.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,2.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,3,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,3.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,3.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,4,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,4.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,4.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,4.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,5.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,5.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,5.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,6,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,6.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,6.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,6.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,6寸,7,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,2.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,2.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,3.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,3.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,4,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,4.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,4.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,5.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,5.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,5.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,6,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,6.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,6.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,6.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,7,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,7.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,7.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,8寸,8,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,4,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,4.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,4.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,5.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,5.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,5.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,6,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,6.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,6.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,6.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,7,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,7.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,7.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,8,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,8.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,8.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,10寸,9,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,4,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,4.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,4.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,5.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,5.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,5.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,6,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,6.25,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,6.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,6.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,7,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,7.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,7.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,8,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,8.5,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,8.75,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,9,6000,#REF!,,,,,,,,,,,,
管材,镀锌带圆管,12寸,9.5,6000,#REF!,,,,,,,,,,,,
管材,焊管,3寸,1.2,,,,,,,,,,,,,,
管材,焊管,3寸,1.3,,,,,,,,,,,,,,
管材,焊管,3寸,1.4,,,,,,,,,,,,,,
管材,焊管,3寸,1.5,,,,,,,,,,,,,,
管材,焊管,3寸,1.6,,,,,,,,,,,,,,
管材,焊管,3寸,1.7,,,,,,,,,,,,,,
管材,焊管,3寸,1.8,,,,,,,,,,,,,,
管材,焊管,3寸,1.9,,,,,,,,,,,,,,
管材,焊管,3寸,2,,,,,,,,,,,,,,
管材,焊管,3寸,2.2,,,,,,,,,,,,,,
管材,焊管,3寸,2.5,,,,,,,,,,,,,,
管材,焊管,3寸,2.75,,,,,,,,,,,,,,
管材,焊管,3寸,3,,,,,,,,,,,,,,
管材,焊管,3寸,3.25,,,,,,,,,,,,,,
管材,焊管,3寸,3.5,,,,,,,,,,,,,,
管材,焊管,3寸,3.75,,,,,,,,,,,,,,
管材,焊管,3寸,4,,,,,,,,,,,,,,
管材,焊管,3寸,4.5,,,,,,,,,,,,,,
管材,焊管,3寸,4.75,,,,,,,,,,,,,,
管材,焊管,3寸,5,,,,,,,,,,,,,,
管材,焊管,3寸,5.25,,,,,,,,,,,,,,
管材,焊管,3寸,5.5,,,,,,,,,,,,,,
管材,焊管,3寸,5.75,,,,,,,,,,,,,,
管材,焊管,3寸,6,,,,,,,,,,,,,,
管材,焊管,3寸,6.25,,,,,,,,,,,,,,
管材,焊管,3寸,6.5,,,,,,,,,,,,,,
管材,焊管,3寸,6.75,,,,,,,,,,,,,,
管材,焊管,3寸,7,,,,,,,,,,,,,,
管材,焊管,4寸,1,,,,,,,,,,,,,,
管材,焊管,4寸,1.1,,,,,,,,,,,,,,
管材,焊管,4寸,1.2,,,,,,,,,,,,,,
管材,焊管,4寸,1.3,,,,,,,,,,,,,,
管材,焊管,4寸,1.4,,,,,,,,,,,,,,
管材,焊管,4寸,1.5,,,,,,,,,,,,,,
管材,焊管,4寸,1.6,,,,,,,,,,,,,,
管材,焊管,4寸,1.7,,,,,,,,,,,,,,
管材,焊管,4寸,1.8,,,,,,,,,,,,,,
管材,焊管,4寸,1.9,,,,,,,,,,,,,,
管材,焊管,4寸,2,,,,,,,,,,,,,,
管材,焊管,4寸,2.5,,,,,,,,,,,,,,
管材,焊管,4寸,2.75,,,,,,,,,,,,,,
管材,焊管,4寸,3,,,,,,,,,,,,,,
管材,焊管,4寸,3.25,,,,,,,,,,,,,,
管材,焊管,4寸,3.5,,,,,,,,,,,,,,
管材,焊管,4寸,3.75,,,,,,,,,,,,,,
管材,焊管,4寸,4,,,,,,,,,,,,,,
管材,焊管,4寸,4.5,,,,,,,,,,,,,,
管材,焊管,4寸,4.75,,,,,,,,,,,,,,
管材,焊管,4寸,5,,,,,,,,,,,,,,
管材,焊管,4寸,5.25,,,,,,,,,,,,,,
管材,焊管,4寸,5.5,,,,,,,,,,,,,,
管材,焊管,4寸,5.75,,,,,,,,,,,,,,
管材,焊管,4寸,6,,,,,,,,,,,,,,
管材,焊管,4寸,6.25,,,,,,,,,,,,,,
管材,焊管,4寸,6.5,,,,,,,,,,,,,,
管材,焊管,4寸,6.75,,,,,,,,,,,,,,
管材,焊管,4寸,7,,,,,,,,,,,,,,
管材,焊管,5寸,1,,,,,,,,,,,,,,
管材,焊管,5寸,1.1,,,,,,,,,,,,,,
管材,焊管,5寸,1.2,,,,,,,,,,,,,,
管材,焊管,5寸,1.3,,,,,,,,,,,,,,
管材,焊管,5寸,1.4,,,,,,,,,,,,,,
管材,焊管,5寸,1.5,,,,,,,,,,,,,,
管材,焊管,5寸,1.6,,,,,,,,,,,,,,
管材,焊管,5寸,1.7,,,,,,,,,,,,,,
管材,焊管,5寸,1.8,,,,,,,,,,,,,,
管材,焊管,5寸,1.9,,,,,,,,,,,,,,
管材,焊管,5寸,2,,,,,,,,,,,,,,
管材,焊管,5寸,2.1,,,,,,,,,,,,,,
管材,焊管,5寸,2.2,,,,,,,,,,,,,,
管材,焊管,5寸,2.4,,,,,,,,,,,,,,
管材,焊管,5寸,2.5,,,,,,,,,,,,,,
管材,焊管,5寸,2.75,,,,,,,,,,,,,,
管材,焊管,5寸,3,,,,,,,,,,,,,,
管材,焊管,5寸,3.75,,,,,,,,,,,,,,
管材,焊管,5寸,4,,,,,,,,,,,,,,
管材,焊管,5寸,4.25,,,,,,,,,,,,,,
管材,焊管,5寸,4.5,,,,,,,,,,,,,,
管材,焊管,5寸,4.75,,,,,,,,,,,,,,
管材,焊管,5寸,5,,,,,,,,,,,,,,
管材,焊管,5寸,5.25,,,,,,,,,,,,,,
管材,焊管,5寸,5.5,,,,,,,,,,,,,,
管材,焊管,5寸,5.75,,,,,,,,,,,,,,
管材,焊管,5寸,6,,,,,,,,,,,,,,
管材,焊管,5寸,6.25,,,,,,,,,,,,,,
管材,焊管,5寸,6.5,,,,,,,,,,,,,,
管材,焊管,5寸,6.75,,,,,,,,,,,,,,
管材,焊管,5寸,7,,,,,,,,,,,,,,
管材,焊管,6寸,1,,,,,,,,,,,,,,
管材,焊管,6寸,1.1,,,,,,,,,,,,,,
管材,焊管,6寸,1.2,,,,,,,,,,,,,,
管材,焊管,6寸,1.3,,,,,,,,,,,,,,
管材,焊管,6寸,1.4,,,,,,,,,,,,,,
管材,焊管,6寸,1.5,,,,,,,,,,,,,,
管材,焊管,6寸,1.6,,,,,,,,,,,,,,
管材,焊管,6寸,1.7,,,,,,,,,,,,,,
管材,焊管,6寸,1.8,,,,,,,,,,,,,,
管材,焊管,6寸,1.9,,,,,,,,,,,,,,
管材,焊管,6寸,2,,,,,,,,,,,,,,
管材,焊管,6寸,2.1,,,,,,,,,,,,,,
管材,焊管,6寸,2.2,,,,,,,,,,,,,,
管材,焊管,6寸,2.5,,,,,,,,,,,,,,
管材,焊管,6寸,2.75,,,,,,,,,,,,,,
管材,焊管,6寸,3,,,,,,,,,,,,,,
管材,焊管,6寸,3.5,,,,,,,,,,,,,,
管材,焊管,6寸,3.75,,,,,,,,,,,,,,
管材,焊管,6寸,4,,,,,,,,,,,,,,
管材,焊管,6寸,4.25,,,,,,,,,,,,,,
管材,焊管,6寸,4.5,,,,,,,,,,,,,,
管材,焊管,6寸,4.75,,,,,,,,,,,,,,
管材,焊管,6寸,5,,,,,,,,,,,,,,
管材,焊管,6寸,5.25,,,,,,,,,,,,,,
管材,焊管,6寸,5.5,,,,,,,,,,,,,,
管材,焊管,6寸,5.75,,,,,,,,,,,,,,
管材,焊管,6寸,6,,,,,,,,,,,,,,
管材,焊管,6寸,6.25,,,,,,,,,,,,,,
管材,焊管,6寸,6.5,,,,,,,,,,,,,,
管材,焊管,6寸,6.75,,,,,,,,,,,,,,
管材,焊管,6寸,7,,,,,,,,,,,,,,
管材,焊管,8寸,1,,,,,,,,,,,,,,
管材,焊管,8寸,1.1,,,,,,,,,,,,,,
管材,焊管,8寸,1.2,,,,,,,,,,,,,,
管材,焊管,8寸,1.3,,,,,,,,,,,,,,
管材,焊管,8寸,1.4,,,,,,,,,,,,,,
管材,焊管,8寸,1.5,,,,,,,,,,,,,,
管材,焊管,8寸,1.6,,,,,,,,,,,,,,
管材,焊管,8寸,1.7,,,,,,,,,,,,,,
管材,焊管,8寸,1.8,,,,,,,,,,,,,,
管材,焊管,8寸,1.9,,,,,,,,,,,,,,
管材,焊管,8寸,2,,,,,,,,,,,,,,
管材,焊管,8寸,2.1,,,,,,,,,,,,,,
管材,焊管,8寸,2.2,,,,,,,,,,,,,,
管材,焊管,8寸,2.5,,,,,,,,,,,,,,
管材,焊管,8寸,2.75,,,,,,,,,,,,,,
管材,焊管,8寸,3,,,,,,,,,,,,,,
管材,焊管,8寸,3.75,,,,,,,,,,,,,,
管材,焊管,8寸,4,,,,,,,,,,,,,,
管材,焊管,8寸,4.5,,,,,,,,,,,,,,
管材,焊管,8寸,4.75,,,,,,,,,,,,,,
管材,焊管,8寸,5.25,,,,,,,,,,,,,,
管材,焊管,8寸,5.5,,,,,,,,,,,,,,
管材,焊管,8寸,5.75,,,,,,,,,,,,,,
管材,焊管,8寸,6,,,,,,,,,,,,,,
管材,焊管,8寸,6.25,,,,,,,,,,,,,,
管材,焊管,8寸,6.5,,,,,,,,,,,,,,
管材,焊管,8寸,6.75,,,,,,,,,,,,,,
管材,焊管,8寸,7,,,,,,,,,,,,,,
管材,焊管,8寸,7.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,2.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,2.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,3,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,3.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,3.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,3.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,4,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,4.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,4.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,5.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,5.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,5.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,6,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,6.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,6.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,6.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,7,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,7.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,7.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,8,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,8.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,8.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,273,9,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,2,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,2.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,2.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,3,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,3.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,3.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,3.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,4,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,4.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,4.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,5.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,5.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,5.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,6,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,6.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,6.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,6.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,7,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,7.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,7.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,8,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,8.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,8.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,9,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,9.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,9.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,10,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,10.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,10.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,325,11,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,2,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,2.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,2.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,3,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,3.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,3.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,3.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,4,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,4.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,4.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,5.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,5.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,5.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,6,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,6.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,6.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,6.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,7,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,7.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,7.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,8,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,8.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,8.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,9,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,9.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,9.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,10,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,10.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,10.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,377,11,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,2,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,2.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,2.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,3,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,3.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,3.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,3.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,4,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,4.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,4.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,5.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,5.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,5.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,6,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,6.25,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,6.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,6.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,7,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,7.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,7.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,8,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,8.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,8.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,9,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,9.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,9.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,10,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,10.5,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,10.75,,,,,,,,,,,,,,
管材,热镀锌直缝管,426,11,,,,,,,,,,,,,,
